ANO_ELEICAO,NM_MUNICIPIO,SG_PARTIDO,NM_VOTAVEL,NM_PARTIDO,QT_VOTOS
2018,TAUÁ,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,62
2018,TAUÁ,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,10
2018,TAUÁ,PATRI,CABO DACIOLO,Patriota,107
2018,TAUÁ,PODE,ALVARO DIAS,Podemos,36
2018,TAUÁ,REDE,MARINA SILVA,Rede Sustentabilidade,56
2018,TEJUÇUOCA,#NULO#,Branco,#NULO#,170
2018,TEJUÇUOCA,#NULO#,Nulo,#NULO#,388
2018,TEJUÇUOCA,DC,EYMAEL,Democracia Cristã,2
2018,TEJUÇUOCA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,91
2018,TEJUÇUOCA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,95
2018,TEJUÇUOCA,PDT,CIRO GOMES,Partido Democrático Trabalhista,4491
2018,TEJUÇUOCA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,5493
2018,TEJUÇUOCA,NOVO,JOÃO AMOÊDO,Partido Novo,7
2018,TEJUÇUOCA,PSL,JAIR BOLSONARO,Partido Social Liberal,1240
2018,TEJUÇUOCA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,8
2018,TEJUÇUOCA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,TEJUÇUOCA,PATRI,CABO DACIOLO,Patriota,85
2018,TEJUÇUOCA,PODE,ALVARO DIAS,Podemos,3
2018,TEJUÇUOCA,REDE,MARINA SILVA,Rede Sustentabilidade,22
2018,TIANGUÁ,#NULO#,Branco,#NULO#,1213
2018,TIANGUÁ,#NULO#,Nulo,#NULO#,2278
2018,TIANGUÁ,DC,EYMAEL,Democracia Cristã,6
2018,TIANGUÁ,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,228
2018,TIANGUÁ,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,466
2018,TIANGUÁ,PDT,CIRO GOMES,Partido Democrático Trabalhista,17929
2018,TIANGUÁ,PT,FERNANDO HADDAD,Partido dos Trabalhadores,11362
2018,TIANGUÁ,NOVO,JOÃO AMOÊDO,Partido Novo,103
2018,TIANGUÁ,PSL,JAIR BOLSONARO,Partido Social Liberal,9766
2018,TIANGUÁ,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,52
2018,TIANGUÁ,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,13
2018,TIANGUÁ,PATRI,CABO DACIOLO,Patriota,202
2018,TIANGUÁ,PODE,ALVARO DIAS,Podemos,66
2018,TIANGUÁ,REDE,MARINA SILVA,Rede Sustentabilidade,68
2018,TRAIRI,#NULO#,Branco,#NULO#,690
2018,TRAIRI,#NULO#,Nulo,#NULO#,1439
2018,TRAIRI,DC,EYMAEL,Democracia Cristã,3
2018,TRAIRI,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,170
2018,TRAIRI,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,312
2018,TRAIRI,PDT,CIRO GOMES,Partido Democrático Trabalhista,11818
2018,TRAIRI,PT,FERNANDO HADDAD,Partido dos Trabalhadores,14601
2018,TRAIRI,NOVO,JOÃO AMOÊDO,Partido Novo,64
2018,TRAIRI,PSL,JAIR BOLSONARO,Partido Social Liberal,4578
2018,TRAIRI,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,29
2018,TRAIRI,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,12
2018,TRAIRI,PATRI,CABO DACIOLO,Patriota,306
2018,TRAIRI,PODE,ALVARO DIAS,Podemos,33
2018,TRAIRI,REDE,MARINA SILVA,Rede Sustentabilidade,77
2018,TURURU,#NULO#,Branco,#NULO#,241
2018,TURURU,#NULO#,Nulo,#NULO#,615
2018,TURURU,DC,EYMAEL,Democracia Cristã,1
2018,TURURU,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,66
2018,TURURU,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,86
2018,TURURU,PDT,CIRO GOMES,Partido Democrático Trabalhista,3282
2018,TURURU,PT,FERNANDO HADDAD,Partido dos Trabalhadores,5295
2018,TURURU,NOVO,JOÃO AMOÊDO,Partido Novo,4
2018,TURURU,PSL,JAIR BOLSONARO,Partido Social Liberal,1615
2018,TURURU,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,11
2018,TURURU,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,3
2018,TURURU,PATRI,CABO DACIOLO,Patriota,113
2018,TURURU,PODE,ALVARO DIAS,Podemos,9
2018,TURURU,REDE,MARINA SILVA,Rede Sustentabilidade,17
2018,UBAJARA,#NULO#,Branco,#NULO#,591
2018,UBAJARA,#NULO#,Nulo,#NULO#,935
2018,UBAJARA,DC,EYMAEL,Democracia Cristã,1
2018,UBAJARA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,87
2018,UBAJARA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,139
2018,UBAJARA,PDT,CIRO GOMES,Partido Democrático Trabalhista,9952
2018,UBAJARA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,3867
2018,UBAJARA,NOVO,JOÃO AMOÊDO,Partido Novo,45
2018,UBAJARA,PSL,JAIR BOLSONARO,Partido Social Liberal,3205
2018,UBAJARA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,16
2018,UBAJARA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,5
2018,UBAJARA,PATRI,CABO DACIOLO,Patriota,94
2018,UBAJARA,PODE,ALVARO DIAS,Podemos,18
2018,UBAJARA,REDE,MARINA SILVA,Rede Sustentabilidade,34
2018,UMARI,#NULO#,Branco,#NULO#,78
2018,UMARI,#NULO#,Nulo,#NULO#,161
2018,UMARI,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,34
2018,UMARI,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,26
2018,UMARI,PDT,CIRO GOMES,Partido Democrático Trabalhista,1868
2018,UMARI,PT,FERNANDO HADDAD,Partido dos Trabalhadores,1947
2018,UMARI,NOVO,JOÃO AMOÊDO,Partido Novo,2
2018,UMARI,PSL,JAIR BOLSONARO,Partido Social Liberal,508
2018,UMARI,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,3
2018,UMARI,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,UMARI,PATRI,CABO DACIOLO,Patriota,22
2018,UMARI,PODE,ALVARO DIAS,Podemos,8
2018,UMARI,REDE,MARINA SILVA,Rede Sustentabilidade,11
2018,UMIRIM,#NULO#,Branco,#NULO#,198
2018,UMIRIM,#NULO#,Nulo,#NULO#,519
2018,UMIRIM,DC,EYMAEL,Democracia Cristã,2
2018,UMIRIM,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,76
2018,UMIRIM,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,85
2018,UMIRIM,PDT,CIRO GOMES,Partido Democrático Trabalhista,3842
2018,UMIRIM,PT,FERNANDO HADDAD,Partido dos Trabalhadores,5657
2018,UMIRIM,NOVO,JOÃO AMOÊDO,Partido Novo,11
2018,UMIRIM,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,UMIRIM,PSL,JAIR BOLSONARO,Partido Social Liberal,1597
2018,UMIRIM,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,4
2018,UMIRIM,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,UMIRIM,PATRI,CABO DACIOLO,Patriota,98
2018,UMIRIM,PODE,ALVARO DIAS,Podemos,11
2018,UMIRIM,REDE,MARINA SILVA,Rede Sustentabilidade,17
2018,URUBURETAMA,#NULO#,Branco,#NULO#,321
2018,URUBURETAMA,#NULO#,Nulo,#NULO#,701
2018,URUBURETAMA,DC,EYMAEL,Democracia Cristã,1
2018,URUBURETAMA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,88
2018,URUBURETAMA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,100
2018,URUBURETAMA,PDT,CIRO GOMES,Partido Democrático Trabalhista,6201
2018,URUBURETAMA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,4509
2018,URUBURETAMA,NOVO,JOÃO AMOÊDO,Partido Novo,18
2018,URUBURETAMA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,URUBURETAMA,PSL,JAIR BOLSONARO,Partido Social Liberal,1970
2018,URUBURETAMA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,20
2018,URUBURETAMA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,4
2018,URUBURETAMA,PATRI,CABO DACIOLO,Patriota,91
2018,URUBURETAMA,PODE,ALVARO DIAS,Podemos,5
2018,URUBURETAMA,REDE,MARINA SILVA,Rede Sustentabilidade,20
2018,URUOCA,#NULO#,Branco,#NULO#,179
2018,URUOCA,#NULO#,Nulo,#NULO#,386
2018,URUOCA,DC,EYMAEL,Democracia Cristã,2
2018,URUOCA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,40
2018,URUOCA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,92
2018,URUOCA,PDT,CIRO GOMES,Partido Democrático Trabalhista,3787
2018,URUOCA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,3035
2018,URUOCA,NOVO,JOÃO AMOÊDO,Partido Novo,15
2018,URUOCA,PSL,JAIR BOLSONARO,Partido Social Liberal,1049
2018,URUOCA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,27
2018,URUOCA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,URUOCA,PATRI,CABO DACIOLO,Patriota,35
2018,URUOCA,PODE,ALVARO DIAS,Podemos,5
2018,URUOCA,REDE,MARINA SILVA,Rede Sustentabilidade,17
2018,VARJOTA,#NULO#,Branco,#NULO#,153
2018,VARJOTA,#NULO#,Nulo,#NULO#,464
2018,VARJOTA,DC,EYMAEL,Democracia Cristã,1
2018,VARJOTA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,58
2018,VARJOTA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,43
2018,VARJOTA,PDT,CIRO GOMES,Partido Democrático Trabalhista,5304
2018,VARJOTA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,3394
2018,VARJOTA,NOVO,JOÃO AMOÊDO,Partido Novo,33
2018,VARJOTA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,VARJOTA,PSL,JAIR BOLSONARO,Partido Social Liberal,1824
2018,VARJOTA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,12
2018,VARJOTA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,VARJOTA,PATRI,CABO DACIOLO,Patriota,40
2018,VARJOTA,PODE,ALVARO DIAS,Podemos,4
2018,VARJOTA,REDE,MARINA SILVA,Rede Sustentabilidade,18
2018,VÁRZEA ALEGRE,#NULO#,Branco,#NULO#,535
2018,VÁRZEA ALEGRE,#NULO#,Nulo,#NULO#,1106
2018,VÁRZEA ALEGRE,DC,EYMAEL,Democracia Cristã,9
2018,VÁRZEA ALEGRE,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,126
2018,VÁRZEA ALEGRE,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,181
2018,VÁRZEA ALEGRE,PDT,CIRO GOMES,Partido Democrático Trabalhista,10069
2018,VÁRZEA ALEGRE,PT,FERNANDO HADDAD,Partido dos Trabalhadores,8913
2018,VÁRZEA ALEGRE,NOVO,JOÃO AMOÊDO,Partido Novo,50
2018,VÁRZEA ALEGRE,PSL,JAIR BOLSONARO,Partido Social Liberal,2218
2018,VÁRZEA ALEGRE,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,41
2018,VÁRZEA ALEGRE,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,12
2018,VÁRZEA ALEGRE,PATRI,CABO DACIOLO,Patriota,55
2018,VÁRZEA ALEGRE,PODE,ALVARO DIAS,Podemos,36
2018,VÁRZEA ALEGRE,REDE,MARINA SILVA,Rede Sustentabilidade,33
2018,VIÇOSA DO CEARÁ,#NULO#,Branco,#NULO#,721
2018,VIÇOSA DO CEARÁ,#NULO#,Nulo,#NULO#,1648
2018,VIÇOSA DO CEARÁ,DC,EYMAEL,Democracia Cristã,6
2018,VIÇOSA DO CEARÁ,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,245
2018,VIÇOSA DO CEARÁ,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,509
2018,VIÇOSA DO CEARÁ,PDT,CIRO GOMES,Partido Democrático Trabalhista,12474
2018,VIÇOSA DO CEARÁ,PT,FERNANDO HADDAD,Partido dos Trabalhadores,14148
2018,VIÇOSA DO CEARÁ,NOVO,JOÃO AMOÊDO,Partido Novo,52
2018,VIÇOSA DO CEARÁ,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,5
2018,VIÇOSA DO CEARÁ,PSL,JAIR BOLSONARO,Partido Social Liberal,4182
2018,VIÇOSA DO CEARÁ,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,54
2018,VIÇOSA DO CEARÁ,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,5
2018,VIÇOSA DO CEARÁ,PATRI,CABO DACIOLO,Patriota,164
2018,VIÇOSA DO CEARÁ,PODE,ALVARO DIAS,Podemos,35
2018,VIÇOSA DO CEARÁ,REDE,MARINA SILVA,Rede Sustentabilidade,53
